TransactionID,SourceAccount,DestinationAccount,Amount,Timestamp
TXN_000059,UPI_05088,UPI_06954,4758.24,2025-06-01 00:54:23
TXN_000060,UPI_08530,UPI_04614,5089.39,2025-06-01 00:55:51
TXN_000061,UPI_06635,UPI_05581,1435.6,2025-06-01 00:57:01
TXN_000062,UPI_03740,UPI_02617,1587.43,2025-06-01 00:57:54
TXN_000063,UPI_04712,UPI_03299,809.92,2025-06-01 01:02:35
TXN_000064,UPI_07229,UPI_04089,2676.34,2025-06-01 01:03:43
TXN_000065,UPI_07795,UPI_00800,3471.95,2025-06-01 01:03:44
TXN_000066,UPI_09831,UPI_04532,16384.47,2025-06-01 01:03:52
TXN_000067,UPI_07870,UPI_08280,6217.37,2025-06-01 01:04:08
TXN_000068,UPI_00197,UPI_07355,528.62,2025-06-01 01:06:26
TXN_000069,UPI_06921,UPI_09620,2286.39,2025-06-01 01:07:54
TXN_000070,UPI_09103,UPI_07722,1171.38,2025-06-01 01:09:18
TXN_000071,UPI_01760,UPI_07964,103.75,2025-06-01 01:10:23
TXN_000072,UPI_09911,UPI_02299,6815.89,2025-06-01 01:11:22
TXN_000073,UPI_01930,UPI_00043,2696.61,2025-06-01 01:11:56
TXN_000074,UPI_04229,UPI_02997,2955.28,2025-06-01 01:12:15
TXN_000075,UPI_09837,UPI_02327,2623.64,2025-06-01 01:14:52
TXN_000076,UPI_02065,UPI_02070,17210.21,2025-06-01 01:16:29
TXN_000077,UPI_05289,UPI_07700,6216.37,2025-06-01 01:18:03
TXN_000078,UPI_04518,UPI_08160,601.22,2025-06-01 01:20:08
TXN_000079,UPI_09017,UPI_02075,2502.85,2025-06-01 01:21:24
TXN_000080,UPI_06733,UPI_07869,2819.93,2025-06-01 01:21:37
TXN_000081,UPI_02629,UPI_01184,937.53,2025-06-01 01:22:09
TXN_000082,UPI_04397,UPI_03661,5030.96,2025-06-01 01:22:42
TXN_000083,UPI_08009,UPI_05898,792.23,2025-06-01 01:22:57
TXN_000084,UPI_08049,UPI_02153,1654.35,2025-06-01 01:23:00
TXN_000085,UPI_01495,UPI_05353,2265.03,2025-06-01 01:23:15
TXN_000086,UPI_07594,UPI_09480,640.79,2025-06-01 01:24:41
TXN_000087,UPI_06186,UPI_05580,638.44,2025-06-01 01:25:12
TXN_000088,UPI_04706,UPI_07324,471.16,2025-06-01 01:25:45
TXN_000089,UPI_06091,UPI_00590,394.58,2025-06-01 01:26:39
TXN_000090,UPI_06565,UPI_09816,3055.57,2025-06-01 01:26:44
TXN_000091,UPI_06636,UPI_02176,3000.94,2025-06-01 01:29:27
TXN_000092,UPI_00431,UPI_01216,690.5,2025-06-01 01:29:56
TXN_000093,UPI_08709,UPI_01175,2317.56,2025-06-01 01:31:29
TXN_000094,UPI_02604,UPI_00417,15233.69,2025-06-01 01:32:27
TXN_000095,UPI_02695,UPI_08454,197.78,2025-06-01 01:32:39
TXN_000096,UPI_06590,UPI_09944,2207.21,2025-06-01 01:32:45
TXN_000097,UPI_04811,UPI_01026,3673.22,2025-06-01 01:33:28
TXN_000098,UPI_02647,UPI_08785,1634.86,2025-06-01 01:33:44
TXN_000099,UPI_06453,UPI_07306,2292.35,2025-06-01 01:34:16
TXN_000100,UPI_04495,UPI_05761,193.67,2025-06-01 01:34:28
TXN_000101,UPI_08001,UPI_03670,3032.8,2025-06-01 01:34:48
TXN_000102,UPI_07803,UPI_00587,5106.17,2025-06-01 01:34:55
TXN_000103,UPI_05613,UPI_00330,5669.5,2025-06-01 01:34:55
TXN_000104,UPI_01260,UPI_08162,2436.7,2025-06-01 01:35:25
TXN_000105,UPI_07441,UPI_09730,14934.13,2025-06-01 01:35:31
TXN_000106,UPI_06208,UPI_09494,7045.49,2025-06-01 01:35:44
TXN_000107,UPI_07160,UPI_01475,1018.02,2025-06-01 01:38:18
TXN_000108,UPI_04832,UPI_00437,8254.78,2025-06-01 01:39:48
TXN_000109,UPI_06344,UPI_08821,42024.1,2025-06-01 01:39:50
TXN_000110,UPI_02146,UPI_00874,517.9,2025-06-01 01:39:51
TXN_000111,UPI_06934,UPI_08284,1788.45,2025-06-01 01:39:52
TXN_000112,UPI_03837,UPI_01603,25994.89,2025-06-01 01:41:13
TXN_000113,UPI_04820,UPI_03255,4822.92,2025-06-01 01:41:14
TXN_000114,UPI_04708,UPI_08290,4785.71,2025-06-01 01:41:58
TXN_000115,UPI_00413,UPI_07061,1042.29,2025-06-01 01:43:25
TXN_000116,UPI_03141,UPI_02112,3547.75,2025-06-01 01:43:27
TXN_000117,UPI_05603,UPI_09284,223.99,2025-06-01 01:43:54
TXN_000118,UPI_03584,UPI_06838,7035.72,2025-06-01 01:44:09
TXN_000119,UPI_00137,UPI_04012,1805.16,2025-06-01 01:44:49
TXN_000120,UPI_04835,UPI_08998,28083.12,2025-06-01 01:44:58
TXN_000121,UPI_07079,UPI_00633,523.37,2025-06-01 01:45:22
TXN_000122,UPI_04399,UPI_05547,596.77,2025-06-01 01:46:47
TXN_000123,UPI_00423,UPI_05898,12440.72,2025-06-01 01:47:27
TXN_000124,UPI_07758,UPI_05136,574.53,2025-06-01 01:47:38
TXN_000125,UPI_02755,UPI_04074,11394.41,2025-06-01 01:48:15
TXN_000126,UPI_00013,UPI_09374,1454.34,2025-06-01 01:48:25
TXN_000127,UPI_00049,UPI_03399,3878.5,2025-06-01 01:48:36
TXN_000128,UPI_08177,UPI_03186,688.25,2025-06-01 01:49:57
TXN_000129,UPI_08172,UPI_08200,1403.97,2025-06-01 01:50:50
TXN_000130,UPI_02658,UPI_00889,2493.49,2025-06-01 01:51:23
TXN_000131,UPI_00399,UPI_01087,935.93,2025-06-01 01:52:11
TXN_000132,UPI_04346,UPI_06107,3293.67,2025-06-01 01:53:07
TXN_000133,UPI_06397,UPI_05106,457.14,2025-06-01 01:54:17
TXN_000134,UPI_08809,UPI_06317,206.1,2025-06-01 01:54:31
TXN_000135,UPI_05571,UPI_05032,2016.79,2025-06-01 01:54:54
TXN_000136,UPI_09548,UPI_07970,3366.5,2025-06-01 01:55:55
TXN_000137,UPI_05095,UPI_00003,4753.6,2025-06-01 01:56:26
TXN_000138,UPI_06540,UPI_02616,541.12,2025-06-01 01:56:45
TXN_000139,UPI_03202,UPI_08981,10480.57,2025-06-01 01:57:19
TXN_000140,UPI_09996,UPI_07449,5688.68,2025-06-01 01:58:02
TXN_000141,UPI_01055,UPI_09125,3575.05,2025-06-01 01:58:25
TXN_000142,UPI_03016,UPI_04208,676.38,2025-06-01 01:58:58
TXN_000143,UPI_05853,UPI_00885,2830.34,2025-06-01 01:59:14
TXN_000144,UPI_02658,UPI_04193,1629.85,2025-06-01 01:59:17
TXN_000145,UPI_08334,UPI_00476,569.79,2025-06-01 02:00:29
TXN_000146,UPI_00024,UPI_02929,139.56,2025-06-01 02:00:47
TXN_000147,UPI_09938,UPI_05349,1380.38,2025-06-01 02:02:10
TXN_000148,UPI_04973,UPI_02874,293.18,2025-06-01 02:02:32
TXN_000149,UPI_00171,UPI_07486,331.53,2025-06-01 02:03:09
TXN_000150,UPI_00702,UPI_02062,479.59,2025-06-01 02:03:19
TXN_000151,UPI_02950,UPI_09574,9223.78,2025-06-01 02:03:27
TXN_000152,UPI_00488,UPI_01522,711.66,2025-06-01 02:05:44
TXN_000153,UPI_02409,UPI_04797,27599.2,2025-06-01 02:06:14
TXN_000154,UPI_05447,UPI_04250,658.18,2025-06-01 02:06:31
TXN_000155,UPI_03536,UPI_06170,7124.79,2025-06-01 02:06:54
TXN_000156,UPI_05753,UPI_03862,1402.73,2025-06-01 02:07:09
TXN_000157,UPI_05721,UPI_08584,589.08,2025-06-01 02:07:31
TXN_000158,UPI_02638,UPI_06716,1267.03,2025-06-01 02:07:53
TXN_000159,UPI_09621,UPI_09293,1340.51,2025-06-01 02:09:23
TXN_000160,UPI_02100,UPI_04890,5254.43,2025-06-01 02:09:52
TXN_000161,UPI_00648,UPI_04294,1697.98,2025-06-01 02:10:17
TXN_000162,UPI_02051,UPI_08983,125.67,2025-06-01 02:14:25
TXN_000163,UPI_09529,UPI_04572,2191.64,2025-06-01 02:14:25
TXN_000164,UPI_00627,UPI_03174,2795.41,2025-06-01 02:15:50
TXN_000165,UPI_03034,UPI_06776,2488.8,2025-06-01 02:16:04
TXN_000166,UPI_01864,UPI_01536,5217.42,2025-06-01 02:16:35
TXN_000167,UPI_00371,UPI_05885,624.43,2025-06-01 02:17:40
TXN_000168,UPI_03936,UPI_07393,1610.93,2025-06-01 02:18:30
TXN_000169,UPI_09772,UPI_06234,3153.57,2025-06-01 02:19:04
TXN_000170,UPI_08536,UPI_06776,5951.58,2025-06-01 02:19:43
TXN_000171,UPI_02757,UPI_06144,4549.83,2025-06-01 02:20:23
TXN_000172,UPI_07208,UPI_06667,1040.65,2025-06-01 02:20:30
TXN_000173,UPI_03142,UPI_02587,860.8,2025-06-01 02:23:57
TXN_000174,UPI_05558,UPI_08441,1734.37,2025-06-01 02:25:17
TXN_000175,UPI_05585,UPI_09616,1811.08,2025-06-01 02:26:19
TXN_000176,UPI_05592,UPI_01674,532.86,2025-06-01 02:26:23
TXN_000177,UPI_06166,UPI_03355,2974.06,2025-06-01 02:27:11
TXN_000178,UPI_01673,UPI_00868,1634.26,2025-06-01 02:27:27
TXN_000179,UPI_05977,UPI_04563,894.87,2025-06-01 02:28:07
TXN_000180,UPI_08397,UPI_00025,1309.25,2025-06-01 02:29:35
TXN_000181,UPI_09483,UPI_08020,298.25,2025-06-01 02:29:57
TXN_000182,UPI_02226,UPI_00745,1365.93,2025-06-01 02:31:19
TXN_000183,UPI_08540,UPI_04664,2499.55,2025-06-01 02:31:26
TXN_000184,UPI_08471,UPI_08609,17782.08,2025-06-01 02:31:28
TXN_000185,UPI_00558,UPI_05778,707.15,2025-06-01 02:32:01
TXN_000186,UPI_01778,UPI_09469,2325.79,2025-06-01 02:32:30
TXN_000187,UPI_07202,UPI_04746,10410.17,2025-06-01 02:32:40
TXN_000188,UPI_06330,UPI_02016,650.28,2025-06-01 02:33:05
TXN_000189,UPI_07493,UPI_07523,6265.64,2025-06-01 02:33:51
TXN_000190,UPI_07134,UPI_06407,583.95,2025-06-01 02:34:16
TXN_000191,UPI_07439,UPI_09638,4809.61,2025-06-01 02:36:03
TXN_000192,UPI_06199,UPI_08109,7909.91,2025-06-01 02:36:29
TXN_000193,UPI_08988,UPI_04319,865.52,2025-06-01 02:37:15
TXN_000194,UPI_06842,UPI_01802,1309.79,2025-06-01 02:37:49
TXN_000195,UPI_04381,UPI_05124,8188.3,2025-06-01 02:37:55
TXN_000196,UPI_04112,UPI_07151,1204.9,2025-06-01 02:38:06
TXN_000197,UPI_09056,UPI_04125,14921.39,2025-06-01 02:39:12
TXN_000198,UPI_03910,UPI_03352,2686.43,2025-06-01 02:39:49
TXN_000199,UPI_04458,UPI_03100,1146.11,2025-06-01 02:40:12
TXN_000200,UPI_04799,UPI_05654,2062.65,2025-06-01 02:40:47
TXN_000201,UPI_01800,UPI_01480,5602.49,2025-06-01 02:41:00
TXN_000202,UPI_06489,UPI_07570,7871.21,2025-06-01 02:41:04
TXN_000203,UPI_02404,UPI_01734,2995.87,2025-06-01 02:41:33
TXN_000204,UPI_02369,UPI_04104,1249.52,2025-06-01 02:41:38
TXN_000205,UPI_07023,UPI_09505,4051.02,2025-06-01 02:45:45
TXN_000206,UPI_08963,UPI_08919,354.06,2025-06-01 02:45:50
TXN_000207,UPI_01303,UPI_09430,1783.56,2025-06-01 02:46:43
TXN_000208,UPI_07535,UPI_00470,7557.29,2025-06-01 02:47:31
TXN_000209,UPI_00374,UPI_02648,10044.28,2025-06-01 02:48:48
TXN_000210,UPI_07731,UPI_08868,1076.52,2025-06-01 02:49:14
TXN_000211,UPI_08527,UPI_06783,3541.97,2025-06-01 02:49:44
TXN_000212,UPI_08242,UPI_08556,2477.55,2025-06-01 02:50:17
TXN_000213,UPI_06384,UPI_07947,3371.21,2025-06-01 02:50:24
TXN_000214,UPI_08958,UPI_03926,2013.23,2025-06-01 02:54:51
TXN_000215,UPI_02410,UPI_02412,821.98,2025-06-01 02:54:54
TXN_000216,UPI_03677,UPI_01804,2098.97,2025-06-01 02:56:16
TXN_000217,UPI_08171,UPI_06025,2658.83,2025-06-01 02:56:26
TXN_000218,UPI_07832,UPI_07988,4581.74,2025-06-01 02:56:34
TXN_000219,UPI_04924,UPI_01848,387.66,2025-06-01 02:56:34
TXN_000220,UPI_01023,UPI_07926,1170.54,2025-06-01 02:57:08
TXN_000221,UPI_03689,UPI_03810,4407.4,2025-06-01 02:57:56
TXN_000222,UPI_07576,UPI_00442,11212.36,2025-06-01 02:58:14
TXN_000223,UPI_06317,UPI_01795,6663.65,2025-06-01 03:00:00
TXN_000224,UPI_08068,UPI_09218,1926.69,2025-06-01 03:00:11
TXN_000225,UPI_05692,UPI_00227,45370.58,2025-06-01 03:02:30
TXN_000226,UPI_05377,UPI_07263,173.01,2025-06-01 03:02:41
TXN_000227,UPI_04591,UPI_02244,7742.47,2025-06-01 03:02:48
TXN_000228,UPI_01265,UPI_09231,872.89,2025-06-01 03:03:12
TXN_000229,UPI_06670,UPI_06743,1592.98,2025-06-01 03:03:25
TXN_000230,UPI_02630,UPI_09820,1016.75,2025-06-01 03:04:03
TXN_000231,UPI_05046,UPI_07383,1521.07,2025-06-01 03:04:04
TXN_000232,UPI_00385,UPI_07029,1112.66,2025-06-01 03:04:50
TXN_000233,UPI_09772,UPI_00080,2448.93,2025-06-01 03:05:43
TXN_000234,UPI_07568,UPI_06701,2027.46,2025-06-01 03:06:45
TXN_000235,UPI_01981,UPI_08673,7320.01,2025-06-01 03:08:03
TXN_000236,UPI_01182,UPI_08600,1239.77,2025-06-01 03:08:18
TXN_000237,UPI_09206,UPI_02395,5252.09,2025-06-01 03:08:55
TXN_000238,UPI_06386,UPI_01495,396.06,2025-06-01 03:09:07
TXN_000239,UPI_05981,UPI_03120,134.24,2025-06-01 03:09:40
TXN_000240,UPI_09577,UPI_07165,1397.63,2025-06-01 03:10:48
TXN_000241,UPI_03936,UPI_06281,3423.86,2025-06-01 03:11:08
TXN_000242,UPI_08010,UPI_06650,1487.61,2025-06-01 03:11:20
TXN_000243,UPI_00436,UPI_07065,4571.15,2025-06-01 03:11:59
TXN_000244,UPI_02229,UPI_08553,1647.47,2025-06-01 03:12:16
TXN_000245,UPI_04973,UPI_02234,4149.86,2025-06-01 03:12:25
TXN_000246,UPI_01297,UPI_06426,5097.51,2025-06-01 03:12:27
TXN_000247,UPI_02958,UPI_04787,2704.41,2025-06-01 03:17:11
TXN_000248,UPI_06843,UPI_06059,651.95,2025-06-01 03:19:20
TXN_000249,UPI_09088,UPI_06706,2862.12,2025-06-01 03:19:30
TXN_000250,UPI_06679,UPI_07512,3924.04,2025-06-01 03:21:05
TXN_000251,UPI_08450,UPI_04085,5297.19,2025-06-01 03:21:30
TXN_000252,UPI_05352,UPI_09604,998.31,2025-06-01 03:22:45
TXN_000253,UPI_04170,UPI_08985,15236.34,2025-06-01 03:25:42
TXN_000254,UPI_05690,UPI_02137,1420.55,2025-06-01 03:30:37
TXN_000255,UPI_00786,UPI_08612,517.37,2025-06-01 03:31:24
TXN_000256,UPI_05423,UPI_09507,1203.59,2025-06-01 03:31:56
TXN_000257,UPI_01375,UPI_08660,8451.84,2025-06-01 03:32:29
TXN_000258,UPI_01135,UPI_06605,987.25,2025-06-01 03:35:42
TXN_000259,UPI_07213,UPI_09527,4280.62,2025-06-01 03:36:08
TXN_000260,UPI_05278,UPI_08272,996.13,2025-06-01 03:36:09
TXN_000261,UPI_05609,UPI_04906,1607.6,2025-06-01 03:36:49
TXN_000262,UPI_07247,UPI_05003,1302.89,2025-06-01 03:36:52
TXN_000263,UPI_02394,UPI_09150,203.89,2025-06-01 03:37:06
TXN_000264,UPI_09644,UPI_09206,2073.88,2025-06-01 03:38:04
TXN_000265,UPI_01545,UPI_04255,291.7,2025-06-01 03:39:36
TXN_000266,UPI_04559,UPI_00809,5580.86,2025-06-01 03:39:52
TXN_000267,UPI_05407,UPI_04291,634.32,2025-06-01 03:41:29
TXN_000268,UPI_06749,UPI_08386,4599.56,2025-06-01 03:41:33
TXN_000269,UPI_01660,UPI_06125,9238.2,2025-06-01 03:44:16
TXN_000270,UPI_05790,UPI_06655,228.45,2025-06-01 03:44:54
TXN_000271,UPI_04024,UPI_00959,286.26,2025-06-01 03:45:01
TXN_000272,UPI_08469,UPI_09484,1622.5,2025-06-01 03:45:31
TXN_000273,UPI_03218,UPI_02523,367.4,2025-06-01 03:46:49
TXN_000274,UPI_06673,UPI_06218,8255.53,2025-06-01 03:47:10
TXN_000275,UPI_09740,UPI_09129,7247.91,2025-06-01 03:47:25
TXN_000276,UPI_03492,UPI_05988,10905.44,2025-06-01 03:47:54
TXN_000277,UPI_06549,UPI_03189,298.17,2025-06-01 03:48:13
TXN_000278,UPI_04278,UPI_03539,10482.87,2025-06-01 03:48:54
TXN_000279,UPI_07780,UPI_07380,954.2,2025-06-01 03:49:45
TXN_000280,UPI_00265,UPI_02913,952.42,2025-06-01 03:49:50
TXN_000281,UPI_09619,UPI_05836,3248.78,2025-06-01 03:50:50
TXN_000282,UPI_01410,UPI_04821,13919.67,2025-06-01 03:51:57
TXN_000283,UPI_09225,UPI_04684,1480.62,2025-06-01 03:51:58
TXN_000284,UPI_09273,UPI_02775,1843.0,2025-06-01 03:54:40
TXN_000285,UPI_00585,UPI_05081,1927.57,2025-06-01 03:54:59
TXN_000286,UPI_06691,UPI_08620,3470.66,2025-06-01 03:55:25
TXN_000287,UPI_08507,UPI_02898,2748.8,2025-06-01 03:55:36
TXN_000288,UPI_04888,UPI_05066,7035.6,2025-06-01 03:55:53
TXN_000289,UPI_06031,UPI_00575,690.47,2025-06-01 03:57:25
TXN_000290,UPI_02891,UPI_08692,6318.84,2025-06-01 03:58:02
TXN_000291,UPI_03096,UPI_08675,557.77,2025-06-01 03:59:03
TXN_000292,UPI_00948,UPI_04023,5791.02,2025-06-01 03:59:57
TXN_000293,UPI_04801,UPI_04496,7388.29,2025-06-01 04:00:07
TXN_000294,UPI_06779,UPI_06064,570.45,2025-06-01 04:00:50
TXN_000295,UPI_00648,UPI_03206,170.35,2025-06-01 04:01:04
TXN_000296,UPI_03405,UPI_04342,4305.39,2025-06-01 04:01:20
TXN_000297,UPI_07642,UPI_03992,488.46,2025-06-01 04:01:52
TXN_000298,UPI_00759,UPI_09566,2127.63,2025-06-01 04:01:54
TXN_000299,UPI_04065,UPI_09615,8074.62,2025-06-01 04:02:20
TXN_000300,UPI_02399,UPI_06909,446.56,2025-06-01 04:03:59
TXN_000301,UPI_03488,UPI_03631,19871.82,2025-06-01 04:04:25
TXN_000302,UPI_04514,UPI_02149,4186.11,2025-06-01 04:04:34
TXN_000303,UPI_07956,UPI_00422,4617.27,2025-06-01 04:04:44
TXN_000304,UPI_01291,UPI_02237,1067.11,2025-06-01 04:05:02
TXN_000305,UPI_00581,UPI_02153,304.17,2025-06-01 04:06:21
TXN_000306,UPI_00191,UPI_09894,140.23,2025-06-01 04:07:19
TXN_000307,UPI_09080,UPI_05811,872.5,2025-06-01 04:07:26
TXN_000308,UPI_01698,UPI_00386,356.76,2025-06-01 04:07:56
TXN_000309,UPI_05862,UPI_00988,2459.34,2025-06-01 04:10:07
TXN_000310,UPI_02654,UPI_01917,1416.66,2025-06-01 04:10:23
TXN_000311,UPI_02476,UPI_06194,11001.36,2025-06-01 04:10:25
TXN_000312,UPI_01073,UPI_04905,962.43,2025-06-01 04:10:27
TXN_000313,UPI_04097,UPI_03224,2724.41,2025-06-01 04:10:42
TXN_000314,UPI_05292,UPI_05517,979.51,2025-06-01 04:12:07
TXN_000315,UPI_03965,UPI_08068,1490.44,2025-06-01 04:12:21
TXN_000316,UPI_03223,UPI_07859,1053.49,2025-06-01 04:12:34
TXN_000317,UPI_05367,UPI_02525,875.99,2025-06-01 04:12:46
TXN_000318,UPI_02105,UPI_08224,1171.66,2025-06-01 04:12:55
TXN_000319,UPI_05137,UPI_07917,4527.91,2025-06-01 04:13:01
TXN_000320,UPI_08223,UPI_03021,294.9,2025-06-01 04:13:02
TXN_000321,UPI_09354,UPI_07405,8311.42,2025-06-01 04:14:16
TXN_000322,UPI_03768,UPI_02284,2368.78,2025-06-01 04:16:45
TXN_000323,UPI_06771,UPI_02690,680.14,2025-06-01 04:18:44
TXN_000324,UPI_06445,UPI_00296,50000.0,2025-06-01 04:19:49
TXN_000325,UPI_06436,UPI_04791,654.81,2025-06-01 04:20:06
TXN_000326,UPI_04909,UPI_01011,18129.87,2025-06-01 04:20:53
TXN_000327,UPI_00997,UPI_00057,1392.93,2025-06-01 04:21:50
TXN_000328,UPI_08079,UPI_04016,2751.34,2025-06-01 04:22:02
TXN_000329,UPI_08289,UPI_04810,274.24,2025-06-01 04:22:53
TXN_000330,UPI_05123,UPI_01798,2763.39,2025-06-01 04:23:01
TXN_000331,UPI_06169,UPI_04578,1587.5,2025-06-01 04:23:03
TXN_000332,UPI_09717,UPI_07711,26716.37,2025-06-01 04:23:10
TXN_000333,UPI_05078,UPI_00713,514.84,2025-06-01 04:23:31
TXN_000334,UPI_08835,UPI_06527,3981.27,2025-06-01 04:23:47
TXN_000335,UPI_06137,UPI_00817,50.0,2025-06-01 04:24:12
TXN_000336,UPI_04228,UPI_01632,13914.41,2025-06-01 04:24:38
TXN_000337,UPI_02684,UPI_06479,6483.1,2025-06-01 04:25:20
TXN_000338,UPI_02003,UPI_09061,5081.0,2025-06-01 04:26:05
TXN_000339,UPI_00409,UPI_02380,658.14,2025-06-01 04:26:49
TXN_000340,UPI_03783,UPI_01302,2915.1,2025-06-01 04:27:29
TXN_000341,UPI_04941,UPI_00172,11387.9,2025-06-01 04:28:59
TXN_000342,UPI_03592,UPI_05848,1237.69,2025-06-01 04:29:49
TXN_000343,UPI_09486,UPI_04894,561.67,2025-06-01 04:30:10
TXN_000344,UPI_00297,UPI_07000,1006.33,2025-06-01 04:30:39
TXN_000345,UPI_07452,UPI_05660,1181.19,2025-06-01 04:31:06
TXN_000346,UPI_07256,UPI_09794,865.0,2025-06-01 04:31:15
TXN_000347,UPI_03939,UPI_09004,1611.03,2025-06-01 04:32:51
TXN_000348,UPI_05356,UPI_05564,557.29,2025-06-01 04:33:27
TXN_000349,UPI_09293,UPI_06493,618.8,2025-06-01 04:34:02
TXN_000350,UPI_07773,UPI_02242,568.43,2025-06-01 04:34:15
TXN_000351,UPI_08748,UPI_03495,1629.43,2025-06-01 04:34:53
TXN_000352,UPI_04722,UPI_06669,707.49,2025-06-01 04:35:12
TXN_000353,UPI_02582,UPI_08000,362.61,2025-06-01 04:35:15
TXN_000354,UPI_06260,UPI_00978,8102.84,2025-06-01 04:36:22
TXN_000355,UPI_04559,UPI_08219,3559.89,2025-06-01 04:40:30
TXN_000356,UPI_03077,UPI_01499,21319.36,2025-06-01 04:42:18
TXN_000357,UPI_06191,UPI_06177,2081.19,2025-06-01 04:43:47
TXN_000358,UPI_06751,UPI_03422,502.82,2025-06-01 04:46:46
TXN_000359,UPI_02586,UPI_08043,662.6,2025-06-01 04:51:01
